villageCode,villageNameEnglish,villageNameLocal,villageCensus2011Code,subdistrictCode,subdistrictNameEnglish,subdistrictNameLocal,subdistrictCensus2011Code,districtCode,districtNameEnglish,districtNameLocal,districtCensus2011Code,stateCode,stateNameEnglish,stateNameLocal,stateCensus2011Code,data_gov_update_date
570985,Saloora,సాలూర,570985,4370,Bodhan,బోధన్,04370,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,19-07-2025
569040,Savapur,సావాపూర్,569040,4307,Jainath,జైనధ్,04307,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,19-07-2025
573060,Singaram,సింగారం,573060,4462,Kondapak,కొండపాక,04462,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,19-07-2025
570981,Taggelli,తగ్గెపల్లి,570981,4370,Bodhan,బోధన్,04370,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,19-07-2025
569042,Tarada (Buzurg),తరోడ బుజుర్గ్,569042,4307,Jainath,జైనధ్,04307,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,19-07-2025
575824,Thirumalapur,తిర్మలాపూర్,575824,4587,Chinnachintakunta,చిన్నచింతకుంట,04587,512,Mahabubnagar,మహబూబ్ నగర్,538,36,Telangana,తెలంగాణ,00,19-07-2025
570757,Tondakur,తోండకూర్,570757,4359,Nandipet,నందిపేట్,04359,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,19-07-2025
571029,Pothangal,పోతంగల్,571029,4371,Kotagiri,కోటగిరి,04371,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,22-07-2025
571728,Shanabanda,సానబండ,571728,4398,Velgatur,వెల్గటూరు,04398,681,Jagitial,జగిత్యాల,000,36,Telangana,తెలంగాణ,00,22-07-2025
578550,Mecharajupalle,మేచరాజుపల్లి,578550,4716,Nellikudur,నెల్లికుదురు,04716,688,Mahabubabad,మహబుబాబాద్,000,36,Telangana,తెలంగాణ,00,22-07-2025
571727,Munjampalli,ముంజంపల్లె,571727,6215,Palakurthy,పాలకుర్తి,00000,682,Peddapalli,పెద్దపల్లి,000,36,Telangana,తెలంగాణ,00,22-07-2025
575040,Nidjinta,నిడిజింత,575040,4554,Maddur,మద్దూర్,04554,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,22-07-2025
575050,Peddapur,పెద్దపూర్,575050,4554,Maddur,మద్దూర్,04554,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,22-07-2025
575044,Allipur,అల్లిపూర్,575044,4554,Maddur,మద్దూర్,04554,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,22-07-2025
572825,Bachepalle,బాచేపల్లి,572825,4453,Kalher,కల్హేర్,04453,691,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,22-07-2025
576316,Batladinne,బట్లదిన్నె,576316,4607,Itikyala,ఇటిక్యాల,04607,695,Jogulamba Gadwal,జోగులాంబ గద్వాల,000,36,Telangana,తెలంగాణ,00,22-07-2025
574935,Chilmalmailwar,చిల్మన్ మైల్వార్,574935,4550,Bomaraspeta,బోంరాస్ పేట,04550,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,22-07-2025
571026,Karegoan,కారెగాం,571026,4371,Kotagiri,కోటగిరి,04371,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,22-07-2025
571720,Kondapur,కొండాపూర్,571720,4398,Velgatur,వెల్గటూరు,04398,681,Jagitial,జగిత్యాల,000,36,Telangana,తెలంగాణ,00,22-07-2025
572837,Malharpoor,మల్హార్ పూర్,572837,4453,Kalher,కల్హేర్,04453,691,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,22-07-2025
571721,Gullakota,గుల్లకోట,571721,4398,Velgatur,వెల్గటూరు,04398,681,Jagitial,జగిత్యాల,000,36,Telangana,తెలంగాణ,00,22-07-2025
574943,Hakimpeta,హకీంపేట్,574943,4551,Kosgi,కోస్గి,04551,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,22-07-2025
575251,Makthamadharam,మఖ్త మాదారం,575251,6324,Kadthal,కడ్తాల్,00000,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
577728,Malakpalli,మలక్ పల్లి,577728,4677,Dharmasagar,ధర్మసాగర్,04677,686,Hanumakonda,హనుమకొండ,000,36,Telangana,తెలంగాణ,00,28-12-2025
573372,Malchelma,మల్చెల్మ,573372,4474,Zahirabad,జహీరాబాద్,04474,691,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
570307,Malegaon,మాలేగాంవ్,570307,4343,Dilawarpur,దిలావర్ పూర్,04343,680,Nirmal,నిర్మల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
572837,Malharpoor,మల్హార్ పూర్,572837,7535,Nizampet (28),Nizampet (28),00000,691,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
574793,Malikdanguda,మలిక్ దాన్ గూడ,574793,4544,Maheshwaram,మహేశ్వరం,04544,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
574639,Malkaipet,మల్కాయ్ పేట్,574639,4540,Pargi,పరిగి,04540,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
569714,Malkalpahad,మల్కల్ పహడ్,569714,4325,Neradigonda,నేరడిగొండ,04325,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,28-12-2025
577876,Malkapalle,మల్కపల్లి,577876,6251,Kannaigudem,కన్నాయిగూడెం,00000,720,Mulugu,ములుగు,000,36,Telangana,తెలంగాణ,00,28-12-2025
909480,Malkapoor Thanda,మల్కాపూర్  తండా,000000,6233,Nizamabad Rural,నిజామాబాదు రూరల్,00000,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
573588,Malkapur,మల్కాపూర్,573588,4482,Toopran,తూప్రాన్,04482,513,Medak,మెదక్,535,36,Telangana,తెలంగాణ,00,28-12-2025
575726,Malkapur,మల్కాపూర్,575726,4583,Nagarkurnool,నాగర్ కర్నూల్,04583,694,Nagarkurnool,నాగర్ కర్నూల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
572307,Malkapur,మల్కా పూర్,572307,6230,Kothapally,కొత్తపల్లి,00000,508,Karimnagar,కరీంనగర్,534,36,Telangana,తెలంగాణ,00,28-12-2025
573216,Malkapur,మల్కాపురం,573216,4469,Tekmal,టేక్మాల్,04469,513,Medak,మెదక్,535,36,Telangana,తెలంగాణ,00,28-12-2025
571030,Malkapur,మల్కాపూర్,571030,4371,Kotagiri,కోటగిరి,04371,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
575785,Malkapur,మల్కపూర్,575785,4585,Ghanpur,ఘనపూర్,04585,693,Wanaparthy,వనపర్తి,000,36,Telangana,తెలంగాణ,00,28-12-2025
574723,Malkaram,మల్కారం,574723,4543,Shamshabad,శంషాబాద్,04543,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
578044,Mallampalle,మల్లంపల్లి,578044,7536,Mallampally,Mallampally,00000,720,Mulugu,ములుగు,000,36,Telangana,తెలంగాణ,00,28-12-2025
576277,Mallampalle,మల్లంపల్లి,576277,4605,Ghattu,గట్టు,04605,695,Jogulamba Gadwal,జోగులాంబ గద్వాల,000,36,Telangana,తెలంగాణ,00,28-12-2025
570050,Mallapur,మల్లాపూర్,570050,6207,Dasturabad,దస్తూరబాద్,00000,680,Nirmal,నిర్మల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
572523,Mallapur,మల్లా పూర్,572523,4438,Thimmapur LMD,తిమ్మాపూర్(LMD),04438,508,Karimnagar,కరీంనగర్,534,36,Telangana,తెలంగాణ,00,28-12-2025
570330,Mallapur,మల్లాపూర్,570330,4343,Dilawarpur,దిలావర్ పూర్,04343,680,Nirmal,నిర్మల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
571164,Mallapur,మల్లాపూర్,571164,4375,Birkur,బీర్కూర్,04375,685,Kamareddy,కామారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
571930,Mallaram,మల్లారం,571930,4405,Malharrao,మల్హార్ రావు,04405,687,Jayashankar Bhupalapally,జయశంకర్ భూపాలపల్లి,000,36,Telangana,తెలంగాణ,00,28-12-2025
570941,Mallaram,మల్లారం,570941,6233,Nizamabad Rural,నిజామాబాదు రూరల్,00000,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
579655,Mallemadugu,మల్లెమడుగు,579655,4756,Khammam (Rural),ఖమ్మం రూరల్,04756,509,Khammam,ఖమ్మం,541,36,Telangana,తెలంగాణ,00,28-12-2025
576257,Mallemdoddi,మల్లెందొడ్డి,576257,4604,Maldakal,మల్దకల్,04604,695,Jogulamba Gadwal,జోగులాంబ గద్వాల,000,36,Telangana,తెలంగాణ,00,28-12-2025
571793,Mallepalle,మల్లెపల్లి,571793,4401,Manthani,మంథని,04401,682,Peddapalli,పెద్దపల్లి,000,36,Telangana,తెలంగాణ,00,28-12-2025
572159,Mallial,మల్యాల్,572159,4419,Chandurthi,చందుర్తి,04419,683,Rajanna Sircilla,రాజన్న సిరిసిల్ల,000,36,Telangana,తెలంగాణ,00,28-12-2025
573449,Mallikarjunpalle,మల్లఖార్జునపల్లి,573449,4477,Munipally,మునిపల్లి,04477,691,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
571578,Mallupalle,మల్లుపల్లి,571578,4391,Bhiknoor,బిక్ నూర్,04391,685,Kamareddy,కామారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
571433,Mallur,మల్లూర్,571433,4385,Nizamsagar,నిజాంసాగర్,04385,685,Kamareddy,కామారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
569910,Mamda,మామడ,569910,4330,Vemanpally,వేమన్ పల్లి,04330,684,Mancherial,మంచిర్యాల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
577098,Mamillagudem,మామిల్లగూడెం,577098,4646,Nalgonda,నల్లగొండ,04646,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
578927,Mamillavai,మామిళ్ళవాయి,578927,4728,Aswapuram,అశ్వాపురం,04728,690,Bhadradri Kothagudem,భద్రాద్రి కొత్తగూడెం,000,36,Telangana,తెలంగాణ,00,28-12-2025
576607,Mamindla Madava,మామిండ్ల మడవ,576607,6300,Maddirala,మద్దిరాల,00000,696,Suryapet,సూర్యాపేట,000,36,Telangana,తెలంగాణ,00,28-12-2025
579878,Mamnoor,మామునూరు,579878,4767,Yerrupalem,ఎర్రుపాలెం,04767,509,Khammam,ఖమ్మం,541,36,Telangana,తెలంగాణ,00,28-12-2025
578157,Mamnoor (Ct),మామునూర్,578157,6246,Khila Warangal,ఖిలా వరంగల్,00000,522,Warangal,వరంగల్,540,36,Telangana,తెలంగాణ,00,28-12-2025
572062,Manala,మానాల,572062,4413,Mallial,మల్యాల,04413,681,Jagitial,జగిత్యాల,000,36,Telangana,తెలంగాణ,00,28-12-2025
578405,Manchanapally,మంచనపల్లె,578405,4710,Kothaguda,కొత్తగూడ,04710,688,Mahabubabad,మహబుబాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
572270,Mancharami,మంచరామి,572270,4425,Sulthanabad,సుల్తానాబాద్,04425,682,Peddapalli,పెద్దపల్లి,000,36,Telangana,తెలంగాణ,00,28-12-2025
579674,Manchukonda,మంచుకొండ,579674,4757,Raghunadhapalem,రఘునాథపాలెం,04757,509,Khammam,ఖమ్మం,541,36,Telangana,తెలంగాణ,00,28-12-2025
576930,Mandalapur,మండలాపురం,576930,4636,Nakrekal,నకిరేకల్,04636,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
956003,Mandamarrri,Mandamarri,000000,4352,Mandamarri,మందమర్రి,04352,684,Mancherial,మంచిర్యాల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
909959,Mandanpally,మందనపల్లి,000000,4617,Alair,ఆలేరు,04617,697,Yadadri Bhuvanagiri,యదాద్రి భువనగిరి,000,36,Telangana,తెలంగాణ,00,28-12-2025
573016,Mandapalle,మందపల్లి,573016,4459,Siddipet Urban,సిద్దిపేట (అర్బన్),04459,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,28-12-2025
570965,Mangalpahad,మంగళ్ పాడ్,570965,4369,Yedapally,ఎడపల్లి,04369,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
574843,Mangalpalle,మంగల్ పల్లి,574843,4546,Ibrahimpatnam,ఇబ్రహీంపట్నం,04546,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
574588,Mangampet,మంగంపేట్,574588,7187,Mohammadabad,,00000,512,Mahabubnagar,మహబూబ్ నగర్,538,36,Telangana,తెలంగాణ,00,28-12-2025
571665,Mangela,మంగేల,571665,6212,Beerpur,బీర్ పూర్,00000,681,Jagitial,జగిత్యాల,000,36,Telangana,తెలంగాణ,00,28-12-2025
577328,Mangena Palle,మంగెనపల్లి,577328,4656,Kanagal,కనగల్,04656,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
570004,Mangi,మంగి,570004,4333,Tiryani,తిర్యాని,04333,699,Kumuram Bheem Asifabad,కుమురం భీమ్ ఆసిఫాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
576037,Manigilla,మనిగిల్ల,576037,4594,Peddamandadi,పెద్ద మందడి,04594,693,Wanaparthy,వనపర్తి,000,36,Telangana,తెలంగాణ,00,28-12-2025
574249,Manikonda (Khalsa) (Og),మణికొండ కాల్స,574249,6320,Gandipet,గండిపెట్,00000,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
570008,Manikyapur,మానిక్యా పూర్,570008,4333,Tiryani,తిర్యాని,04333,699,Kumuram Bheem Asifabad,కుమురం భీమ్ ఆసిఫాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
570278,Manmad,మన్మధ్,570278,4342,Lokeswaram,లోకేశ్వరం,04342,680,Nirmal,నిర్మల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
573952,Manmole,మంమోలె ,573952,4495,Ramchandrapuram,రామచంద్రాపురం,04495,513,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
575650,Mannavaripalle,మన్నెవారిపల్లి,575650,4579,Achampet,అచ్చం పేట,04579,694,Nagarkurnool,నాగర్ కర్నూల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
574665,Manneguda (Sarecas),మన్నెగూడ (సర్ఫకాస్),574665,4541,Pudur,పూడూర్(M),04541,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
576405,Manopad,మానవపాడ్,576405,4611,Manopad,మనాపడ్,04611,695,Jogulamba Gadwal,జోగులాంబ గద్వాల,000,36,Telangana,తెలంగాణ,00,28-12-2025
574897,Manthangowrelly,మంతన్ గౌరెల్లి,574897,4548,Yacharam,యాచారం,04548,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
571808,Manthani,మంథని,571808,4401,Manthani,మంథని,04401,682,Peddapalli,పెద్దపల్లి,000,36,Telangana,తెలంగాణ,00,28-12-2025
573757,Manthoor,మంతూర్,573757,4488,Narsapur,నర్సాపూర్,04488,513,Medak,మెదక్,535,36,Telangana,తెలంగాణ,00,28-12-2025
576795,Maqdoom Palle,మక్దూంపల్లి,576795,4629,Bibinagar,బీబినగర్,04629,697,Yadadri Bhuvanagiri,యదాద్రి భువనగిరి,000,36,Telangana,తెలంగాణ,00,28-12-2025
572916,Maqdumpur,మక్దూమ్ పూర్,572916,4456,Medak,మెదక్,04456,513,Medak,మెదక్,535,36,Telangana,తెలంగాణ,00,28-12-2025
569014,Maregaon,మారెగావ్,569014,6221,Adilabad Rural,ఆదిలాబాద్ (రూరల్),00000,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,28-12-2025
569444,Marepalle,మారెపల్లి,569444,4318,Kagaznagar,కాగజ్ నగర్,04318,699,Kumuram Bheem Asifabad,కుమురం భీమ్ ఆసిఫాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
575563,Marepalle,మారెపల్లి,575563,4575,Thimmajipet,తిమ్మాజీపేట్,04575,694,Nagarkurnool,నాగర్ కర్నూల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
573855,Marepalle,మారెపల్లి,573855,4491,Kondapur,కొండాపూర్,04491,691,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
577412,Marepally,మారేపల్లి,577412,4660,Anumula,అనుముల,04660,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
575558,Marikal,మరికల్,575558,4575,Thimmajipet,తిమ్మాజీపేట్,04575,694,Nagarkurnool,నాగర్ కర్నూల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
575506,Marikal,మరికల్,575506,6263,Marikal,మరికల్,00000,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,28-12-2025
576462,Mariyala,మర్యాల,576462,4613,Bommalaramaram,బొమ్మలరామారం,04613,697,Yadadri Bhuvanagiri,యదాద్రి భువనగిరి,000,36,Telangana,తెలంగాణ,00,28-12-2025
573717,Markook,మర్కూక్,573717,6282,Markook,మర్కుక్,00000,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,28-12-2025
569687,Marlapalle,మర్లపల్లి,569687,4324,Boath,బోథ్,04324,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,28-12-2025
573044,Marpadga,మర్పడగ,573044,4462,Kondapak,కొండపాక,04462,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,28-12-2025
577435,Marpaka,మారుపాక,577435,4661,Nidmanoor,నిడమనూరు,04661,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
573241,Marpalle,మర్పల్లి,573241,4471,Regode,రేగోడు,04471,513,Medak,మెదక్,535,36,Telangana,తెలంగాణ,00,28-12-2025
927769,Marredpally,మారెడ్ పల్లి,000000,4500,Marredpally,మారెడ్ పల్లి,04500,507,Hyderabad,హైదరాబాద్,536,36,Telangana,తెలంగాణ,00,28-12-2025
570015,Marriguda,మర్రిగూడ,570015,4334,Jannaram,జన్నారం,04334,684,Mancherial,మంచిర్యాల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
577110,Marriguda (Og),మర్రిగూడ,577110,4646,Nalgonda,నల్లగొండ,04646,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
575672,Marripalle,మర్రిపల్లి,575672,4580,Uppununthala,ఉప్పునుంతల,04580,694,Nagarkurnool,నాగర్ కర్నూల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
574178,Marripalle,మర్రిపల్లే,574178,4525,Hayathnagar,హయత్ నగర్,04525,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
572349,Marripalli,మర్రి పల్లి,572349,6218,Vemulawada Rural,వేములవాడ రూరల్,00000,683,Rajanna Sircilla,రాజన్న సిరిసిల్ల,000,36,Telangana,తెలంగాణ,00,28-12-2025
573579,Masaipet,మాసాయిపేట్,573579,7190,Masaipet,,00000,513,Medak,మెదక్,535,36,Telangana,తెలంగాణ,00,28-12-2025
572130,Masaipet,మాసాయి పేట,572130,4417,Metpalli,మెట్ పల్లి,04417,681,Jagitial,జగిత్యాల,000,36,Telangana,తెలంగాణ,00,28-12-2025
574052,Masaniguda,మాసానిగూడ,574052,4515,Shankarpalle,శంకర్ పల్లి,04515,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
576552,Masan Palle,మాసానుపల్లి,576552,4618,Gundala,గుండాల,04618,697,Yadadri Bhuvanagiri,యదాద్రి భువనగిరి,000,36,Telangana,తెలంగాణ,00,28-12-2025
909754,Masidgudem,మసీద్ గుడెం,000000,4631,Choutuppal,చౌట్టుప్పల్,04631,697,Yadadri Bhuvanagiri,యదాద్రి భువనగిరి,000,36,Telangana,తెలంగాణ,00,28-12-2025
575336,Masigundlapalle,మసిగుండ్లపల్లి,575336,4566,Midjil,మిడ్జిల్,04566,512,Mahabubnagar,మహబూబ్ నగర్,538,36,Telangana,తెలంగాణ,00,28-12-2025
574971,Matoor,మాటూర్,574971,4552,Doulathabad,దౌలతాబాద్,04552,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
570974,Mavandi (Khurd),మావంది కుర్దు,570974,4370,Bodhan,బోధన్,04370,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
570744,Mayapur,మాయాపూర్,570744,4359,Nandipet,నందిపేట్,04359,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
570323,Mayapur,మాయాపూర్,570323,4343,Dilawarpur,దిలావర్ పూర్,04343,680,Nirmal,నిర్మల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
909833,Mcpoor,యమ్ సి పూర్ ,000000,4649,Marriguda,మర్రిగూడ,04649,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
909823,M.Domalapally,యం. దోమలపల్లి ,000000,4646,Nalgonda,నల్లగొండ,04646,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
570102,Medanpur,మెదన్ పూర్,570102,4337,Kuntala,కుంటాల,04337,680,Nirmal,నిర్మల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
569680,Medi,మేడి,569680,4324,Boath,బోథ్,04324,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,28-12-2025
574251,Medipalle,మెడిపల్లి,574251,4528,Moinabad,మోయినా బాద్,04528,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
571776,Medipalli (W),మేడి పల్లి,571776,6216,Ramagiri,రామగిరి,00000,682,Peddapalli,పెద్దపల్లి,000,36,Telangana,తెలంగాణ,00,28-12-2025
574172,Medipally,మేడిపల్లి,574172,6318,Medipally,మేడిపల్లి,00000,700,Medchal Malkajgiri,మేడ్చల్ మల్కాజిగిరి,000,36,Telangana,తెలంగాణ,00,28-12-2025
576474,Medipally,మేడిపల్లి,576474,4613,Bommalaramaram,బొమ్మలరామారం,04613,697,Yadadri Bhuvanagiri,యదాద్రి భువనగిరి,000,36,Telangana,తెలంగాణ,00,28-12-2025
575717,Medipur,మేడిపూర్,575717,4582,Tadoor,తాడూరు,04582,694,Nagarkurnool,నాగర్ కర్నూల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
577279,Medlavai,మెడ్లవాయి,577279,4654,Nampally,నాంపల్లి,04654,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
571353,Medpalle,మెడ్ పల్లి,571353,4382,Gandhari,గాందారి,04382,685,Kamareddy,కామారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
574024,Meenapallekalan,మీనపల్లి కలాన్,574024,4514,Nawabpet,నవాబ్ పేట్,04514,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
909537,Meerpet,మీర్ పేట్,000000,6323,Balapur,బాలాపూర్,00000,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
573457,Melasangam,మేలసంగం,573457,4477,Munipally,మునిపల్లి,04477,691,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
570786,Mendora,మెండొర,570786,6237,Mendora,మెండొర,00000,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
576421,Mennipadu,మేన్నిపాడు,576421,6299,Undavelly,ఉండవెల్లి,00000,695,Jogulamba Gadwal,జోగులాంబ గద్వాల,000,36,Telangana,తెలంగాణ,00,28-12-2025
570903,Metpalle,మెట్ పల్లి,570903,4367,Makloor,మక్లూర్,04367,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
569450,Metpalle,మెట్ పల్లి,569450,4318,Kagaznagar,కాగజ్ నగర్,04318,699,Kumuram Bheem Asifabad,కుమురం భీమ్ ఆసిఫాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
569843,Metpalle,మెటపల్లి,569843,6229,Kannepally,కన్నేపల్లి,00000,684,Mancherial,మంచిర్యాల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
569930,Metpalle,మెటపల్లి,569930,4331,Nennel,నెన్నెల్,04331,684,Mancherial,మంచిర్యాల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
571003,Minarpalle,మినార్ పల్లి,571003,4370,Bodhan,బోధన్,04370,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
573086,Mirdoddi,మిరుదొడ్డి,573086,4464,Mirdoddi,మిర్ దొడ్డి,04464,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,28-12-2025
574956,Mirzapur,మిర్జాపురం,574956,4551,Kosgi,కోస్గి,04551,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,28-12-2025
569027,Mirzapur,మిర్జాపూర్,569027,7529,Bhoraj,Bhoraj,00000,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,28-12-2025
575941,Mirzapuram,మిర్జాపురము,575941,4591,Dharoor,ధరూర్,04591,695,Jogulamba Gadwal,జోగులాంబ గద్వాల,000,36,Telangana,తెలంగాణ,00,28-12-2025
574678,Mittakankal,మిట్టకంకల్,574678,4541,Pudur,పూడూర్(M),04541,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
574626,Mittakodur,మిట్టకోడూర్,574626,4540,Pargi,పరిగి,04540,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
572993,Mittapalle,మిట్టపల్లి,572993,4459,Siddipet Urban,సిద్దిపేట (అర్బన్),04459,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,28-12-2025
575134,Modampalle,మొదంపల్లి,575134,4557,Balanagar,బాలనగర్,04557,512,Mahabubnagar,మహబూబ్ నగర్,538,36,Telangana,తెలంగాణ,00,28-12-2025
579553,Moddulagudem,మొద్దులగూడెం,579553,4750,Dammapeta,దమ్మపేట,04750,690,Bhadradri Kothagudem,భద్రాద్రి కొత్తగూడెం,000,36,Telangana,తెలంగాణ,00,28-12-2025
909842,Modugulamallepally,మోదుగులమల్లెపల్లీ,000000,4650,Chinthapally,చింతపల్లి,04650,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
571630,Mogalpet,మొగల్ పేట్,571630,4394,Mallapur,మల్లాపూర్,04394,681,Jagitial,జగిత్యాల,000,36,Telangana,తెలంగాణ,00,28-12-2025
